name,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Hyundai i20 Sportz 1.2,2017,11114,Petrol,Dealer,Manual,First Owner,696399.98
Hyundai Getz 1.5 CRDi GVS,2008,60208,Diesel,Dealer,Manual,First Owner,231069.98
Volkswagen Vento 1.5 TDI Highline,2013,80000,Diesel,Dealer,Manual,First Owner,454199.99
Mercedes-Benz E-Class 280 CDI Elegance,2008,98600,Diesel,Dealer,Automatic,First Owner,877490.0
Audi RS7 2015-2019 Sportback Performance,2016,13000,Petrol,Dealer,Automatic,First Owner,5986350.0
Audi Q5 3.0 TDI Quattro Technology,2015,30000,Diesel,Dealer,Automatic,First Owner,2182879.91
MG Hector Smart AT,2019,18000,Petrol,Dealer,Automatic,First Owner,1529649.89
Land Rover Range Rover 4.4 Diesel LWB Vogue SE,2010,100000,Diesel,Dealer,Automatic,First Owner,2798000.0
Honda City VX CVT,2015,58000,Petrol,Dealer,Automatic,First Owner,736560.0
Mahindra Xylo D4,2017,85441,Diesel,Dealer,Manual,First Owner,618360.0
Mahindra Verito 1.5 D4 BSIV,2015,64541,Diesel,Dealer,Manual,First Owner,509369.99
Maruti Swift Dzire VDI,2019,35000,Diesel,Individual,Manual,First Owner,713300.0
Maruti Swift ZXI Plus,2018,30000,Petrol,Individual,Manual,First Owner,522450.0
Nissan Micra Active XV,2017,16267,Petrol,Dealer,Manual,First Owner,428439.35
Volkswagen Vento 1.5 TDI Highline,2013,71500,Diesel,Dealer,Manual,First Owner,473500.0
BMW 5 Series 520d Luxury Line,2019,12999,Diesel,Dealer,Automatic,First Owner,4661400.0
Chevrolet Aveo U-VA 1.2 LS,2008,80000,Petrol,Individual,Manual,First Owner,135750.0
Maruti Zen Estilo 1.1 LXI BSIII,2007,90000,Petrol,Individual,Manual,Second Owner,110475.0
Chevrolet Spark 1.0 LT,2012,28000,Petrol,Individual,Manual,First Owner,134380.0
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,200000,Diesel,Individual,Manual,First Owner,428050.0
Hyundai Creta 1.6 VTVT S,2017,14700,Petrol,Individual,Manual,First Owner,790000.0
Maruti Alto LX,2000,90000,Petrol,Individual,Manual,Second Owner,64760.0
Maruti Wagon R LXI BS IV,2017,50000,Petrol,Individual,Manual,First Owner,381430.0
Hyundai Santro Xing XS,2009,100000,Petrol,Individual,Manual,Second Owner,169374.98
Volkswagen Polo GT 1.0 TSI,2019,24000,Petrol,Individual,Automatic,First Owner,1015120.0
Tata Indigo CR4,2013,100000,Diesel,Individual,Manual,First Owner,211000.0
Hyundai Getz GLX,2007,90000,Petrol,Individual,Manual,First Owner,111050.0
Tata Bolt Revotron XM,2015,30000,Petrol,Individual,Manual,First Owner,407350.0
Datsun GO Plus T Option,2017,80000,Petrol,Individual,Manual,First Owner,327260.0
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,92686,Diesel,Dealer,Manual,Second Owner,339600.0
Tata Indica GLS BS IV,2010,300000,Petrol,Individual,Manual,Third Owner,83837.5
Volkswagen Vento Petrol Highline,2011,90000,Petrol,Individual,Manual,Second Owner,353580.0
Hyundai Santro LS zipPlus,2003,60000,Petrol,Individual,Manual,First Owner,89760.0
Mahindra XUV500 AT W6 2WD,2017,40000,Diesel,Individual,Automatic,First Owner,1288950.0
Maruti Wagon R LXI,2004,90000,Petrol,Individual,Manual,Fourth & Above Owner,71600.0
Chevrolet Sail Hatchback LT ABS,2013,80000,Diesel,Individual,Manual,First Owner,230050.0
Honda City 1.3 EXI,2002,100000,Petrol,Individual,Manual,First Owner,132506.66666666666
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,20000,Diesel,Individual,Manual,First Owner,924159.95
Maruti Swift VXI,2019,51000,Petrol,Individual,Manual,First Owner,551700.0
Maruti Alto LX BSIII,2008,120000,Petrol,Individual,Manual,Second Owner,88100.0
Hyundai EON Era Plus Sports Edition,2014,55000,Petrol,Individual,Manual,First Owner,259849.99
Hyundai EON Magna Plus,2018,6000,Petrol,Individual,Manual,First Owner,392350.0
Maruti Alto LXi,2011,40000,Petrol,Individual,Manual,Second Owner,162350.0
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,15000,Petrol,Individual,Automatic,First Owner,741709.99
Ambassador CLASSIC 1500 DSL AC,2005,50000,Diesel,Individual,Manual,Second Owner,129050.0
Fiat Linea T Jet Emotion,2010,90000,Petrol,Individual,Manual,Second Owner,165586.92666666667
Renault Scala Diesel RxL,2013,38500,Diesel,Individual,Manual,First Owner,441290.0
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,35000,Petrol,Individual,Manual,First Owner,644449.97
Maruti Gypsy King HT BSIV,2001,49359,Petrol,Individual,Manual,Third Owner,369749.13
Maruti 800 AC Uniq,2005,70000,Petrol,Individual,Manual,Second Owner,71608.29333333333
Maruti Wagon R LXI Minor,2008,90000,Petrol,Individual,Manual,Second Owner,187560.0
Maruti Wagon R VXI BS IV,2010,50000,Petrol,Individual,Manual,Second Owner,231700.0
Toyota Innova 2.5 VX 8 STR,2012,108731,Diesel,Individual,Manual,First Owner,725599.99
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,120000,Diesel,Individual,Manual,First Owner,414000.0
Tata Sumo Gold EX BSIII,2016,60000,Diesel,Individual,Manual,First Owner,470550.70333333337
Mahindra Renault Logan 1.5 DLX Diesel,2007,90000,Diesel,Individual,Manual,Third Owner,158649.98
Toyota Etios GD,2014,140000,Diesel,Individual,Manual,Second Owner,499159.83
Hyundai EON Magna Plus,2014,80000,Petrol,Individual,Manual,First Owner,286849.83
Nissan Micra Diesel XV,2013,90000,Diesel,Individual,Manual,First Owner,296390.0
Renault Lodgy Stepway 85PS RXZ 8S,2017,40000,Diesel,Individual,Manual,First Owner,661089.98
Maruti Alto 800 LXI,2018,14000,Petrol,Individual,Manual,First Owner,300759.98
Tata Aria Pleasure 4x2,2012,70000,Diesel,Individual,Manual,Second Owner,485139.99
Honda Accord 2.4 MT,2009,55000,Petrol,Individual,Manual,Second Owner,376249.98
Maruti Alto LXi,2011,60000,Petrol,Individual,Manual,Third Owner,163249.81
Chevrolet Cruze LT,2011,74000,Diesel,Individual,Manual,Second Owner,322890.0
Ford Figo Aspire 1.5 TDCi Titanium,2020,45000,Diesel,Dealer,Manual,First Owner,620239.99
Honda City i-DTEC ZX,2017,38000,Diesel,Dealer,Manual,First Owner,949619.9
Honda BR-V i-DTEC VX MT,2017,24000,Diesel,Dealer,Manual,First Owner,938779.98
Honda WR-V i-VTEC VX,2017,29976,Petrol,Dealer,Manual,First Owner,707639.9733333334
Honda City i VTEC VX,2017,41000,Petrol,Dealer,Manual,First Owner,732600.0
Honda Jazz 1.5 V i DTEC,2018,15000,Diesel,Dealer,Manual,First Owner,733309.99
Honda Jazz 1.5 VX i DTEC,2017,36000,Diesel,Dealer,Manual,First Owner,760019.91
Honda BR-V i-VTEC VX MT,2017,30646,Petrol,Dealer,Manual,First Owner,887850.0
Maruti Wagon R VXI BS IV,2015,23600,Petrol,Dealer,Manual,First Owner,381480.0
Honda City i DTEC SV,2014,71318,Diesel,Dealer,Manual,First Owner,620860.0
Maruti 800 Std,2003,78098,Petrol,Individual,Manual,First Owner,55354.99
Hyundai EON Era Plus,2014,30000,Petrol,Individual,Manual,First Owner,233000.0
Hyundai i10 Era,2012,45000,Petrol,Individual,Manual,Second Owner,240449.34
Hyundai Santro Xing GL,2008,67000,Petrol,Individual,Manual,First Owner,144000.0
Ford Figo Aspire Facelift,2018,14681,Diesel,Dealer,Manual,First Owner,685139.92
Hyundai Verna 1.4 VTVT,2015,25000,Petrol,Individual,Manual,First Owner,528959.99
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,18054,Petrol,Dealer,Manual,First Owner,748080.0
Honda City i DTEC VX,2015,40000,Diesel,Individual,Manual,First Owner,671960.0
Hyundai i10 Sportz,2011,30000,Petrol,Individual,Manual,First Owner,234050.0
Hyundai Xcent 1.1 CRDi Base,2017,80000,Diesel,Individual,Manual,First Owner,406809.99
Hyundai i20 Asta 1.4 CRDi,2016,20000,Diesel,Individual,Manual,First Owner,603440.0
Mahindra TUV 300 T8,2016,40000,Diesel,Individual,Manual,First Owner,760999.99
Tata Indigo CS eLS BS IV,2011,120000,Diesel,Individual,Manual,First Owner,121650.0
Ford Fiesta 1.4 SXi TDCi ABS,2008,120000,Diesel,Individual,Manual,Second Owner,247100.0
Maruti Swift Dzire VXi,2010,97000,Petrol,Individual,Manual,Second Owner,310500.0
Mahindra Xylo H8 ABS with Airbags,2018,70000,Diesel,Individual,Manual,First Owner,958810.0
Hyundai Accent CRDi,2004,120000,Diesel,Individual,Manual,Second Owner,116750.0
Skoda Rapid 1.6 TDI PRESTIGE,2013,88000,Diesel,Individual,Manual,Second Owner,383000.0
Maruti Swift ZDi,2014,38406,Diesel,Dealer,Manual,First Owner,546800.0
Hyundai Santro Xing GLS,2014,54350,Petrol,Dealer,Manual,First Owner,327900.0
Maruti Wagon R VXI BS IV,2015,32260,Petrol,Dealer,Manual,First Owner,354049.97
Renault Duster 85PS Diesel RxE,2014,58231,Diesel,Dealer,Manual,First Owner,545830.0
Maruti Swift VXI,2012,59858,Petrol,Dealer,Manual,First Owner,350970.0
Maruti Alto LXi BSIII,2010,73350,Petrol,Dealer,Manual,First Owner,181960.0
Renault Duster 110PS Diesel RxZ,2013,88473,Diesel,Dealer,Manual,First Owner,493715.9866666667
Honda City S,2013,96987,Petrol,Dealer,Manual,First Owner,371299.98
Mercedes-Benz GLS 2016-2020 350d 4MATIC,2016,77350,Diesel,Dealer,Automatic,First Owner,4051279.95
Maruti Swift Dzire VDI,2015,61187,Diesel,Dealer,Manual,First Owner,515890.0
Mahindra Xylo E6,2009,68350,Diesel,Dealer,Manual,First Owner,359159.99
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,81150,Diesel,Dealer,Manual,First Owner,577800.0
Hyundai Grand i10 1.2 Kappa Asta,2019,30000,Petrol,Individual,Manual,First Owner,487250.0
Maruti Ciaz ZXi,2015,30000,Petrol,Individual,Manual,First Owner,693050.0
Maruti Swift Vdi BSIII,2009,120000,Diesel,Individual,Manual,Second Owner,249649.9
Ford Figo Diesel Titanium,2012,180000,Diesel,Individual,Manual,First Owner,209230.0
Fiat Palio 1.2 Sport,2007,50000,Petrol,Individual,Manual,Second Owner,123610.0
Tata Manza Aqua Quadrajet BS IV,2010,80000,Diesel,Individual,Manual,First Owner,167500.0
Mahindra Verito 1.5 D2 BSIII,2011,280000,Diesel,Individual,Manual,First Owner,243100.0
Hyundai Creta 1.6 CRDi SX Option,2015,90000,Diesel,Individual,Manual,Second Owner,915310.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,250000,Diesel,Individual,Manual,Second Owner,888699.99
Chevrolet Cruze LT,2012,90000,Diesel,Individual,Manual,Fourth & Above Owner,339505.0
Maruti Swift Dzire LDi,2010,110000,Diesel,Individual,Manual,Third Owner,263089.99
Maruti Zen LX,2000,80000,Petrol,Individual,Manual,Second Owner,79250.0
Fiat Punto EVO 1.3 Dynamic,2016,35000,Diesel,Individual,Manual,First Owner,578770.0
Hyundai EON Era Plus,2018,15000,Petrol,Individual,Manual,First Owner,398166.65666666673
Maruti Alto LXi BSIII,2010,52000,Petrol,Individual,Manual,Second Owner,178870.0
Volkswagen Jetta 1.9 TDI Trendline,2009,140000,Diesel,Individual,Manual,First Owner,721299.99
Maruti Swift VXI,2013,60000,Petrol,Individual,Manual,Second Owner,450199.95
Maruti Alto 800 LXI,2018,17000,Petrol,Individual,Manual,First Owner,299470.0
Chevrolet Beat LS,2016,70000,Petrol,Individual,Manual,Third Owner,243479.99
Maruti Zen LX,2001,97000,Petrol,Individual,Manual,Fourth & Above Owner,87009.99
Ford Figo Diesel ZXI,2012,125000,Diesel,Individual,Manual,Second Owner,278500.0
Tata Indica GLS BS IV,2010,300000,Petrol,Individual,Manual,Third Owner,83837.5
Mahindra XUV500 W8 2WD,2015,120000,Diesel,Individual,Manual,Second Owner,905100.0
Hyundai i20 Asta 1.4 CRDi,2015,87000,Diesel,Individual,Manual,First Owner,512430.0
Fiat Punto 1.3 Emotion,2010,75000,Diesel,Individual,Manual,Third Owner,214763.33333333337
Tata Indigo Grand Petrol,2014,60000,Petrol,Individual,Manual,Second Owner,241300.0
Hyundai Creta 1.6 VTVT S,2015,25000,Petrol,Individual,Manual,First Owner,832300.0
Hyundai i20 Active 1.2 SX,2016,26000,Petrol,Individual,Manual,First Owner,614700.0
Maruti Celerio Green VXI,2017,78000,CNG,Individual,Manual,First Owner,386600.0
Hyundai i20 Active 1.2 SX,2016,26000,Petrol,Individual,Manual,First Owner,614700.0
Chevrolet Sail 1.2 Base,2015,35000,Petrol,Individual,Manual,First Owner,268500.0
Tata Indigo Grand Petrol,2014,100000,Petrol,Individual,Manual,First Owner,256129.99
Tata New Safari 4X2,2007,80000,Petrol,Individual,Manual,Second Owner,482390.0
Maruti Wagon R LXI,2004,90000,Petrol,Individual,Manual,Fourth & Above Owner,71600.0
Chevrolet Sail Hatchback LT ABS,2013,80000,Diesel,Individual,Manual,First Owner,230050.0
Honda City 1.3 EXI,2002,100000,Petrol,Individual,Manual,First Owner,132506.66666666666
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,20000,Diesel,Individual,Manual,First Owner,924159.95
Maruti Swift VXI,2019,51000,Petrol,Individual,Manual,First Owner,551700.0
Maruti Alto LX BSIII,2008,120000,Petrol,Individual,Manual,Second Owner,88100.0
Hyundai EON Era Plus Sports Edition,2014,55000,Petrol,Individual,Manual,First Owner,259849.99
Hyundai EON Magna Plus,2018,6000,Petrol,Individual,Manual,First Owner,392350.0
Maruti Alto LXi,2011,40000,Petrol,Individual,Manual,Second Owner,162350.0
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,15000,Petrol,Individual,Automatic,First Owner,741709.99
Ambassador CLASSIC 1500 DSL AC,2005,50000,Diesel,Individual,Manual,Second Owner,129050.0
Fiat Linea T Jet Emotion,2010,90000,Petrol,Individual,Manual,Second Owner,165586.92666666667
Renault Scala Diesel RxL,2013,38500,Diesel,Individual,Manual,First Owner,441290.0
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,35000,Petrol,Individual,Manual,First Owner,644449.97
Maruti Gypsy King HT BSIV,2001,49359,Petrol,Individual,Manual,Third Owner,369749.13
Maruti 800 AC Uniq,2005,70000,Petrol,Individual,Manual,Second Owner,71608.29333333333
Maruti Wagon R LXI Minor,2008,90000,Petrol,Individual,Manual,Second Owner,187560.0
Maruti Wagon R VXI BS IV,2010,50000,Petrol,Individual,Manual,Second Owner,231700.0
Toyota Innova 2.5 VX 8 STR,2012,108731,Diesel,Individual,Manual,First Owner,725599.99
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,120000,Diesel,Individual,Manual,First Owner,414000.0
Maruti Wagon R VXI BSIII,2012,40000,Petrol,Individual,Manual,Second Owner,244089.36
Ford Ecosport 1.5 DV5 MT Titanium,2014,120000,Diesel,Individual,Manual,First Owner,578500.0
Toyota Corolla H2,2005,100000,Petrol,Individual,Manual,Fourth & Above Owner,215350.0
Maruti Ritz VDi,2012,110000,Diesel,Individual,Manual,Fourth & Above Owner,263770.0
Hyundai EON Magna Plus,2014,80000,Petrol,Individual,Manual,First Owner,286849.83
Nissan Micra Diesel XV,2013,90000,Diesel,Individual,Manual,First Owner,296390.0
Mahindra TUV 300 mHAWK100 T8,2017,60000,Diesel,Individual,Manual,First Owner,781339.98
Hyundai Verna SX AT Diesel,2009,75000,Diesel,Dealer,Automatic,First Owner,316440.0
Hyundai EON Magna Plus,2018,20000,Petrol,Individual,Manual,First Owner,298616.6666666666
Hyundai Xcent 1.2 CRDi E,2017,80000,Diesel,Individual,Manual,First Owner,397359.99
Maruti Zen LX - BS III,2006,105700,Petrol,Individual,Manual,First Owner,77280.0
Maruti Celerio VXI Optional,2017,14000,Petrol,Dealer,Manual,First Owner,479009.39
Chevrolet Spark 1.0,2010,70000,Petrol,Individual,Manual,First Owner,131273.71
Maruti Alto 800 LXI Optional,2019,28000,Petrol,Dealer,Manual,First Owner,316990.0
Maruti Eeco 7 Seater Standard BSIV,2017,51000,Petrol,Dealer,Manual,First Owner,355400.0
Maruti Alto 800 LXI Opt BSIV,2018,56000,Petrol,Dealer,Manual,First Owner,291060.0
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2019,35000,Diesel,Individual,Automatic,First Owner,1316100.0
Maruti Esteem Lxi - BSIII,2005,24000,Petrol,Individual,Manual,First Owner,81920.0
Maruti Alto K10 VXI Optional,2014,64000,Petrol,Dealer,Manual,Second Owner,275489.99
Tata Indigo TDI,2009,120000,Diesel,Individual,Manual,Third Owner,113350.0
Maruti Alto LXi,2011,37091,Petrol,Individual,Manual,First Owner,212150.0
Volvo XC 90 D5 Inscription BSIV,2017,80000,Diesel,Individual,Automatic,First Owner,3449000.0
Maruti Alto K10 VXI,2018,38900,Petrol,Individual,Manual,Third Owner,312279.98
Hyundai Creta 1.6 CRDi SX Plus,2016,60000,Diesel,Individual,Manual,Third Owner,1037990.0
Maruti Wagon R LXI Minor,2008,110000,Petrol,Individual,Manual,Third Owner,128460.0
Volkswagen Vento Diesel Trendline,2011,100000,Diesel,Individual,Manual,Second Owner,236700.0
Hyundai Creta 1.6 CRDi SX,2016,85000,Diesel,Individual,Manual,First Owner,1035399.79
Tata Indica Vista Quadrajet LS,2012,140000,Diesel,Individual,Manual,First Owner,133650.0
Renault KWID RXT,2017,20000,Petrol,Individual,Manual,First Owner,260950.0
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017,15000,Petrol,Individual,Manual,First Owner,718289.99
Mahindra TUV 300 T10 Dual Tone,2018,40000,Diesel,Individual,Manual,First Owner,820579.99
Honda Jazz 1.2 S i VTEC,2017,50000,Petrol,Individual,Manual,First Owner,597300.0
Hyundai EON Era Plus,2018,20000,Petrol,Individual,Manual,First Owner,305900.00000000006
Mahindra XUV500 W7 AT BSIV,2018,50000,Diesel,Individual,Automatic,First Owner,1541075.0
Mahindra Thar CRDe AC,2014,100000,Diesel,Individual,Manual,Second Owner,528240.0
Hyundai Grand i10 1.2 Kappa Magna BSIV,2019,9400,Petrol,Individual,Manual,First Owner,531470.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,12000,Diesel,Individual,Manual,First Owner,864160.0
Maruti Eeco 5 STR With AC Plus HTR CNG,2017,14100,CNG,Dealer,Manual,First Owner,525700.0
Maruti Celerio ZXI,2016,21000,Petrol,Dealer,Manual,First Owner,429309.39
Hyundai i10 Magna,2011,28000,Petrol,Dealer,Manual,First Owner,248850.0
Maruti Ertiga SHVS ZDI Plus,2017,35000,Diesel,Dealer,Manual,First Owner,923030.0
Hyundai Verna 1.6 CRDi AT SX,2017,31000,Diesel,Dealer,Automatic,First Owner,1401984.99
Maruti Ertiga SHVS ZDI,2016,58000,Diesel,Dealer,Manual,First Owner,784300.0
Maruti Wagon R VXI Minor,2012,25000,Petrol,Individual,Manual,First Owner,200927.86
Hyundai i20 1.2 Asta,2011,72000,Petrol,Dealer,Manual,First Owner,330189.98
Maruti Ertiga ZDI,2013,89000,Diesel,Dealer,Manual,First Owner,558449.98
Toyota Innova 2.5 V Diesel 8-seater,2012,160000,Diesel,Dealer,Manual,First Owner,664569.96
Ford Figo Petrol ZXI,2012,30000,Petrol,Individual,Manual,Third Owner,174717.98
Hyundai i10 Sportz 1.1L,2014,37555,Petrol,Dealer,Manual,First Owner,301149.95
Maruti Wagon R VXI BS IV,2018,14000,Petrol,Dealer,Manual,First Owner,436019.82
Maruti Ertiga VXI CNG,2014,56600,CNG,Dealer,Manual,First Owner,597840.0
Mahindra Scorpio EX,2013,110000,Diesel,Individual,Manual,First Owner,462200.0
Maruti Vitara Brezza VDi Option,2017,50000,Diesel,Individual,Manual,First Owner,700689.98
Maruti Alto 800 VXI,2019,5000,Petrol,Individual,Manual,First Owner,291180.0
Chevrolet Sail 1.2 Base,2014,100000,Petrol,Individual,Manual,Second Owner,180300.0
Toyota Etios Liva GD SP,2012,120000,Diesel,Individual,Manual,First Owner,303379.98
Maruti Swift VXI BSIII,2009,67580,Petrol,Individual,Manual,Second Owner,212530.0
Hyundai Santro Xing GLS,2009,100000,Petrol,Individual,Manual,Third Owner,149749.94
Maruti Esteem Lxi,2004,60000,Petrol,Individual,Manual,First Owner,68300.0
Ford Figo Diesel Titanium,2014,125000,Diesel,Individual,Manual,Second Owner,398149.97
Mahindra Scorpio 2.6 Turbo 7 Str,2008,120000,Diesel,Individual,Manual,Second Owner,296960.0
Hyundai Verna CRDi SX,2010,130000,Diesel,Individual,Manual,Second Owner,276399.91
Maruti 800 AC,2009,250000,Petrol,Individual,Manual,Second Owner,124099.98
Hyundai Creta 1.6 CRDi SX,2016,52600,Diesel,Individual,Manual,First Owner,535000.0
Honda City i DTEC S,2014,82000,Diesel,Individual,Manual,First Owner,523750.0
Hyundai Grand i10 1.2 Kappa Magna AT,2017,19890,Petrol,Dealer,Automatic,First Owner,550000.0
Mahindra Verito Vibe 1.5 dCi D6,2015,40000,Diesel,Individual,Manual,First Owner,356530.0
Nissan Sunny XL D,2013,78000,Diesel,Dealer,Manual,First Owner,440449.81
Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,2015,48238,Petrol,Trustmark Dealer,Automatic,First Owner,672590.0
Hyundai i20 1.2 Magna Executive,2016,38365,Petrol,Dealer,Manual,First Owner,449299.92
Mahindra XUV500 W10 1.99 mHawk,2016,23670,Diesel,Trustmark Dealer,Manual,First Owner,1177199.99
Maruti Baleno Zeta 1.2,2017,49834,Petrol,Trustmark Dealer,Manual,First Owner,670450.0
Honda Brio S MT,2013,57353,Petrol,Trustmark Dealer,Manual,First Owner,300549.99
Maruti Swift DDiS VDI,2015,68308,Diesel,Trustmark Dealer,Manual,First Owner,601670.0
Honda City i DTEC SV,2015,63240,Diesel,Trustmark Dealer,Manual,First Owner,649500.0
Mahindra Scorpio 1.99 S4,2016,60000,Diesel,Individual,Manual,First Owner,517649.03
Maruti Alto LXi,2008,100000,Petrol,Individual,Manual,First Owner,82590.0
Tata Manza Aura Safire BS IV,2013,60000,Petrol,Individual,Manual,First Owner,185790.0
Toyota Innova 2.5 GX 8 STR BSIV,2012,90000,Diesel,Individual,Manual,First Owner,529180.0
Tata Harrier XE,2020,1000,Diesel,Individual,Manual,First Owner,674710.0
Ford Ecosport 1.5 Petrol Ambiente,2017,6000,Petrol,Individual,Manual,First Owner,650250.0
Tata Tiago 1.05 Revotorq XM,2017,50000,Diesel,Individual,Manual,First Owner,288854.99
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,90000,Diesel,Individual,Manual,Third Owner,482689.9
Maruti Eeco 5 Seater AC BSIV,2017,30000,Petrol,Dealer,Manual,First Owner,308130.0
Tata Indica Vista Quadrajet LS,2012,140000,Diesel,Individual,Manual,First Owner,133650.0
